"1","Almond","2017",["Fiction","Contemporary", "Young Adult", "Mental Health", "Coming Of Age", "Literary", "High School"], 3.5;
"2","The Hour of the Star", "1977", ["Fiction", "Literary", "Drama", "Classic", "Rio de Janeiro", "Fortune-telling", "Feminism", "Interior Monologue"], 4.5;
